,Min Loss,Min Loss,Min Loss,Runtime (min),Runtime (min),Dw,Dw,rho,rho,stopping_time,stopping_time
,mean,std,min,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,,,,
fixed,0.5783820048400813,0.008161565195200358,0.5727286032535696,1.0040808280309041,0.2263049444171314,1.1402165342194708,0.1782749433341991,0.011241975618182097,0.0011424637439813882,100.0,0.0
optimized,0.5816295587394277,0.0016606429894031735,0.5803218851978363,1.5024653659926521,0.10818694428745525,1.0623495595504167,0.09135325083773452,0.01144724662891404,0.0104666976615299,50.039869545317494,0.009397686306205067
