,Run,Model,Min Loss,Runtime (min),Dw,rho,NxT1_pct,NyT1_pct,NzT1_pct,stopping_time,thresholdT1c,thresholdFlair
0,0,fixed,0.5727286032535696,1.2647310336430868,1.3459956303433158,0.01180355687535287,0.8062909370830266,0.9909902947814404,0.26932635787430254,100.0,0.8471690530412146,0.5
1,1,fixed,0.5746787412910358,0.8576302607854207,1.0421413521232719,0.011994961210549698,0.8102829523939665,0.627223652034639,0.524321422093218,100.0,0.85,0.29564880168789026
2,2,fixed,0.5877386699756384,0.8898811896642049,1.0325126201918244,0.009927408768643722,0.7635208390864343,0.6347741211482085,0.5971741566842534,100.0,0.85,0.22067613625480634
3,0,optimized,0.5803218851978363,1.58558691740036,0.9635623097959002,0.013517849627743531,0.5475338375328135,0.6884694002618873,0.4037341010791067,50.03550757028379,0.8172571476563635,0.30622389819334045
4,1,optimized,0.5810688060447167,1.5416667143503824,1.143777945283285,0.0001,0.711597644309748,0.7894769711061935,0.7194552097976367,50.05065555394204,0.85,0.5
5,2,optimized,0.5834979849757302,1.3801424662272135,1.0797084235720644,0.020723890258998588,0.7061823183170111,0.6115003075865648,0.5384802936588245,50.03344551172666,0.8167273765162093,0.28371452518352336
